 "players_name" , "team_name" ,
 "Anderson Dos Santos" , "Chonburi F.C." ,
 "Anderson Dos Santos" , ชลบุรี เอฟซี ,
 "Fabricio Damián Núñez Lozano" , "Cerro Largo" ,
 "John Requejo, Jr." , "Tijuana" ,
 "Sergio Villanueva Fernández" , "Club Deportivo Lealtad" ,
 "Emrecan Afacanoğlu" , "Bucaspor" ,
 "Gastón Rodrigo Losa" , "Tristán Suárez" ,
 "Hernán Eduardo Boyero" , "Tristán Suárez" ,
 "Matías Alejandro Giménez" , "General Lamadrid" ,
 "David Martín García" , "Tudelano" ,
 "Ömer Kahveci" , "Bucaspor" ,
 "Kayne Vincent" , บุรีรัมย์ ยูไนเต็ด ,
 "Kayne Vincent" , "Buriram United" ,
 "Go Seul-Ki" , บุรีรัมย์ ยูไนเต็ด ,
 "Go Seul-Ki" , "Buriram United" ,
 "José Ignacio Pallas" , "Fénix" ,
 "Bruno Ramón Silva Barone" , "Cerro Largo" ,
 "Surat Sukha" , บุรีรัมย์ ยูไนเต็ด ,
 "Surat Sukha" , "Buriram United" ,
 "Gregory Martin Garza Early" , "Tijuana" ,
 "Cristian Daniel Piarrou" , "Villa San Carlos" ,
 "Víctor Daniel Bravo de Soto Vergara" , "Tudelano" ,
 "Alejandro Eugenio Guido Pérez" , "Tijuana" ,
 "Dominique Agostini" , "CA Bastia" ,
 "Esteban Rodriguez Loera" , "Tijuana" ,
 "Joe Benny Corona Crespín" , "Tijuana" ,
 "Leonardo Di Lorenzo" , "Temperley" ,
 "Sittichok Kannoo" , บุรีรัมย์ ยูไนเต็ด ,
 "Sittichok Kannoo" , "Buriram United" ,
 "Raúl Fredy Ferro Olivera" , "Fénix" ,
 "Adul Lahso" , "Chonburi F.C." ,
 "Adul Lahso" , ชลบุรี เอฟซี ,
 "Luiz Eduardo Felix da Costa" , "Comercial" ,
 "Jonathan de Amo Pérez" , "Celta Vigo B" ,
 "Jorge Cristian Córdoba" , "Sarmiento" ,
 "Sunday Mba" , "CA Bastia" ,
 "Chakrit Buathong" , "Chonburi F.C." ,
 "Chakrit Buathong" , ชลบุรี เอฟซี ,
 "Naruphol Ar-Romsawa" , บุรีรัมย์ ยูไนเต็ด ,
 "Naruphol Ar-Romsawa" , "Buriram United" ,
 "Narubadin Weerawatnodom" , บุรีรัมย์ ยูไนเต็ด ,
 "Narubadin Weerawatnodom" , "Buriram United" ,
 "Chitipat Tanklang" , บุรีรัมย์ ยูไนเต็ด ,
 "Chitipat Tanklang" , "Buriram United" ,
 "Gino Agustín Clara" , "Villa San Carlos" ,
 "Surawich Logarwit" , "Chonburi F.C." ,
 "Surawich Logarwit" , ชลบุรี เอฟซี ,
 "Eduardo Raúl Pucheta" , "Celta Vigo B" ,
 "Juan José Blanco Dini" , "Cerro Largo" ,
 "Sergio Román Sena" , "Sarmiento" ,
 "Emin Aladağ" , "Bucaspor" ,
 "Juan Carlos Núñez Orozco" , "Tijuana" ,
 "Alejandro Javier Acosta Torres" , "Cerro Largo" ,
 "Richard Ruíz Toledo" , "Tijuana" ,
 "Cristian Quiñones" , "Temperley" ,
 "David Soto Sánchez" , "Celta Vigo B" ,
 "Eric Daniel Aparicio" , "Brown" ,
 "Korawit Namwiset" , บุรีรัมย์ ยูไนเต็ด ,
 "Korawit Namwiset" , "Buriram United" ,
 "Kevin John Hoyos Manzur" , "Tristán Suárez" ,
 "Robertino Canavesio" , "Sarmiento" ,
 "Alexander Jesús Medina Reobasco" , "Fénix" ,
 "Mauricio Javier Ferradas" , "Sarmiento" ,
 "Raúl Enríquez Arambula" , "Tijuana" ,
 "Ramazan Tavşancıoğlu" , "Dandenong Thunder SC" ,
 "Roger Guerreiro" , "Comercial" ,
 "Thiago dos Santos Cunha" , "Chonburi F.C." ,
 "Thiago dos Santos Cunha" , ชลบุรี เอฟซี ,
 "Williams Guillermo Martínez Fracchia" , "River Plate" ,
 "Cho Byung-Kuk" , "Chonburi F.C." ,
 "Cho Byung-Kuk" , ชลบุรี เอฟซี ,
 "Víctor Manuel Ormazábal" , "Almirante Brown" ,
 "Lester Meléndez" , "River Plate Puerto Rico" ,
 "Diego Emiliano Cocha" , "Tristán Suárez" ,
 "Álvaro Marcelo García Zaroba" , "Cerro Largo" ,
 "Javier Villar Rey" , "Celta Vigo B" ,
 "Taha Can Velioğlu" , "Bucaspor" ,
 "Mehmet Incebacak" , "Bucaspor" ,
 "Gastón Damián Aguirre" , "Temperley" ,
 "Brent Colm McGrath" , "Chonburi F.C." ,
 "Brent Colm McGrath" , ชลบุรี เอฟซี ,
 "Ariel Mauricio Rojas" , "Temperley" ,
 "Gabriel Medina Piris" , "Sporting Mahonés" ,
 "Gilberto Macedo da Macena" , บุรีรัมย์ ยูไนเต็ด ,
 "Gilberto Macedo da Macena" , "Buriram United" ,
 "Yasin Avcı" , "Bucaspor" ,
 "Mariano Nicolás González" , "Santamarina" ,
 "Mikel Pagola Biurrun" , "Tudelano" ,
 "Cecilio Alfonso Waterman Ruiz" , "Fénix" ,
 "Mamadou Doumbia" , "CA Bastia" ,
 "Borja Fernández Fernández" , "Celta Vigo B" ,
 "Suree Sukha" , บุรีรัมย์ ยูไนเต็ด ,
 "Suree Sukha" , "Buriram United" ,
 "Edson dos Santos Reis" , "Comercial" ,
 "José Pablo Burtovoy Sansone" , "Brown" ,
 "Daniel Omar Márquez Palacios" , "Tijuana" ,
 "Lionnel Franck Djimgou Tchoumbou" , "San Fernando" ,
 "Cristian Trombetta" , "Tristán Suárez" ,
 "Matías Maximiliano Jara" , "Temperley" ,
 "David Sánchez Parrilla" , "Sporting Mahonés" ,
 "Juan Fernando Arango Sáenz" , "Tijuana" ,
 "Claudio Martín Cabrera" , "Flandria" ,
 "Adolfo Justino Lima Camejo" , "Cerro Largo" ,
 "Anawin Jujeen" , บุรีรัมย์ ยูไนเต็ด ,
 "Anawin Jujeen" , "Buriram United" ,
 "Martín Ezequiel Andrizzi" , "Sarmiento" ,
 "Miguel Pedro López" , "Tristán Suárez" ,
 "Javier Damián Menghini" , "Villa San Carlos" ,
 "Kroekrit Thaweekarn" , "Chonburi F.C." ,
 "Kroekrit Thaweekarn" , ชลบุรี เอฟซี ,
 "Roberto García Casabella" , "San Fernando" ,
 "Robert Mario Flores Bistolfi" , "River Plate" ,
 "Jesús Roberto Chávez Guzmán" , "Tijuana" ,
 "Daniel Alejandro Bertoya" , "Santamarina" ,
 "Prakit Deeprom" , บุรีรัมย์ ยูไนเต็ด ,
 "Prakit Deeprom" , "Buriram United" ,
 "Wanit Chaisan" , "Chonburi F.C." ,
 "Wanit Chaisan" , ชลบุรี เอฟซี ,
 "Antoni Alcover Roige" , "Sporting Mahonés" ,
 "Jérôme Sonnerat-Deschamps" , "CA Bastia" ,
 "Tamandani Wazayo Phillip Nsaliwa" , "Bucaspor" ,
 "André Luis Correia Diogo Nunes" , "Cerro Largo" ,
 "Dennis Buschening" , บุรีรัมย์ ยูไนเต็ด ,
 "Dennis Buschening" , "Buriram United" ,
 "Johann Truchet" , "CA Bastia" ,
 "Damián Joel Giménez" , "Villa San Carlos" ,
 "Javier Marcelo Gandolfi" , "Tijuana" ,
 "Pedro Mairata Gual" , "Atlético Baleares" ,
 "Santirad Weing-in" , บุรีรัมย์ ยูไนเต็ด ,
 "Santirad Weing-in" , "Buriram United" ,
 "Leonel Ríos" , "Brown" ,
 "Martín Juan Zbrun" , "Santamarina" ,
 "Niweat Siriwong" , "Chonburi F.C." ,
 "Niweat Siriwong" , ชลบุรี เอฟซี ,
 "Alejandro Sánchez López" , "Tudelano" ,
 "Alfredo Germán Ramírez" , "Santamarina" ,
 "Álvaro Hernández de Miguel" , "Tudelano" ,
 "Anon Amornlerdsak" , บุรีรัมย์ ยูไนเต็ด ,
 "Anon Amornlerdsak" , "Buriram United" ,
 "Bilel El Hamzaoui Bakna" , "CA Bastia" ,
 "Gabriel Agustín Hauche" , "Tijuana" ,
 "Ricardo Jesus da Silva" , "Tijuana" ,
 "Jeremías Emanuel Caggiano" , "Brown" ,
 "Igor Engonga Noval" , "Tropezón" ,
 "Korrakot Wiriyaudomsiri" , "Chonburi F.C." ,
 "Korrakot Wiriyaudomsiri" , ชลบุรี เอฟซี ,
 "Alfredo David Moreno" , "Tijuana" ,
 "Bruno Piceno Hurtado" , "Tijuana" ,
 "Carlos Nahuel Roselli" , "Temperley" ,
 "Pablo Andrés Aguilar" , "Sarmiento" ,
 "Fernando David Arce Juárez" , "Tijuana" ,
 "Leandro Assumpção da Silva" , "Chonburi F.C." ,
 "Leandro Assumpção da Silva" , ชลบุรี เอฟซี ,
 "Cristian Eduardo Esnal Fernández" , "River Plate" ,
 "Nicolás Gabriel Sánchez" , "Sarmiento" ,
 "Borja Iglesias Quintas" , "Celta Vigo B" ,
 "Diogo Luis Santo" , บุรีรัมย์ ยูไนเต็ด ,
 "Diogo Luis Santo" , "Buriram United" ,
 "Rémy Nenet Ebanega Ekwa" , "CA Bastia" ,
 "Rafael Coelho Luiz" , บุรีรัมย์ ยูไนเต็ด ,
 "Rafael Coelho Luiz" , "Buriram United" ,
 "Erkan Taşkıran" , "Bucaspor" ,
 "Daniel Alejandro Islas" , "Sarmiento" ,
 "Faisal Safa Sakhizada" , "Dandenong Thunder SC" ,
 "Ryan Burns" , "Dandenong Thunder SC" ,
 "Zafer Çevik" , "Bucaspor" ,
 "Christopher King" , "Conwy Borough" ,
 "Tim Joost Christiaan Vincken" , "Atlético Baleares" ,
 "Héctor Federico Carballo" , "Almirante Brown" ,
 "Juan Luis Arroyo" , "River Plate Puerto Rico" ,
 "Josimar Mosquera Angulo" , "Santamarina" ,
 "Dayro Mauricio Moreno Galindo" , "Tijuana" ,
 "Itthiporn Theprian" , บุรีรัมย์ ยูไนเต็ด ,
 "Itthiporn Theprian" , "Buriram United" ,
 "Facundo Ignacio Diz" , "Tristán Suárez" ,
 "Gabriel Marques de Andrade Pinto" , "River Plate" ,
 "David Lázaro Alonso" , "Tudelano" ,
 "Adrián Marcelo Romero González" , "Cerro Largo" ,
 "Pedro Henrique Nogueira Beda" , "Club Deportivo Lealtad" ,
 "Gonzalo Sebastián Papa Palleiro" , "Fénix" ,
 "Rodrigo Martín Mannara" , "General Lamadrid" ,
 "Juan Ignacio Dinenno de Cara" , "Temperley" ,
 "Javier Güemez López" , "Tijuana" ,
 "Alejandro Torres Román" , "Atlético Baleares" ,
 "Daniel Peláez Bellido" , "Club Deportivo Lealtad" ,
 "Daniel Hedrera Lobatón" , "Club Deportivo Lealtad" ,
 "Mariano Guerreiro" , "Brown" ,
 "Sornchai Suklom" , บุรีรัมย์ ยูไนเต็ด ,
 "Sornchai Suklom" , "Buriram United" ,
 "Alongkorn Prathumwong" , "Chonburi F.C." ,
 "Alongkorn Prathumwong" , ชลบุรี เอฟซี ,
 "Chaowat Veerachat" , บุรีรัมย์ ยูไนเต็ด ,
 "Chaowat Veerachat" , "Buriram United" ,
 "José Alberto García Collazo" , "Tijuana" ,
 "Nukoolkit Krutyai" , บุรีรัมย์ ยูไนเต็ด ,
 "Nukoolkit Krutyai" , "Buriram United" ,
 "Visaroot Vaingan" , "Chonburi F.C." ,
 "Visaroot Vaingan" , ชลบุรี เอฟซี ,
 "Yotsapon Teangdar" , บุรีรัมย์ ยูไนเต็ด ,
 "Yotsapon Teangdar" , "Buriram United" ,
 "Cristián Eduardo Zapata Valencia" , "Deportes Melipilla" ,
 "Syarhey Pyatrovich Amelyanchuk" , "FC Minsk" ,
 "Adán Jonathan Vergara Villagra" , "Deportes Temuco" ,
 "Ivan Petrovych Kotenko" , "Krymteplytsia" ,
 "Mariano Díaz Díaz" , "Deportivo Español" ,
 "Rizvan Reshatovych Ablitarov" , "FC Daugava Daugavpils" ,
 "Platon Mykolayovych Svyrydov" , "Krymteplytsia" ,
 "Amélie Coquet" , "FCF Juvisy" ,
 "José Luis Villanueva Ahumada" , "Magallanes" ,
 "Mitchell Donald" , "FC Mordovia" ,
 "Valeriy Viktorovych Kutsenko" , "FC Daugava Daugavpils" ,
 "Aleksei Alekseyevich Foroponov" , "Avangard" ,
 "Viktor Sergeyevich Tolstykh" , "Dynamo Bryansk" ,
 "Yevgeni Nikolayevich Frolov" , "FC Metallurg Lipetsk" ,
 "Andrei Yureyevich Andriyevskiy" , "Dynamo Bryansk" ,
 "Andrey Sergeevich Rychenkov" , "Dynamo Bryansk" ,
 "Yoshikatsu Kawaguchi" , "F.C. Gifu" ,
 "Cristian Nazarit Truque" , "F.C. Gifu" ,
 "Damir Maratovich Sadikov" , "FC Metallurg Lipetsk" ,
 "Janice Cayman" , "FCF Juvisy" ,
 "Tsukasa Masuyama" , "F.C. Gifu" ,
 "Andrei Alekseyevich Arlashin" , "FC Daugava Daugavpils" ,
 "Diego Andrés Cuéllar Duarte" , "Deportes Naval" ,
 "Vitali Sergeyevich Marakhovskiy" , "Avangard" ,
 "Baye Ibrahima Niasse" , "FC Mordovia" ,
 "Aurélien Faivre" , "FC Bourg-Péronnas" ,
 "Gaëtane Iza Laure Thiney" , "FCF Juvisy" ,
 "Dmitri Giviyevich Kortava" , "FC Metallurg Lipetsk" ,
 "Florin Daniel Lazăr" , "FC Bihor Oradea" ,
 "Mauricio Alejandro Gómez Rios" , "Deportes Temuco" ,
 "Miroslav Vladimirov Budinov" , "Dunav Ruse" ,
 "Nikola Lukić" , "FC Minsk" ,
 "Bruno Veiga Mattos" , "Duque de Caxias" ,
 "Tiago Henrique Da Silva Pereira" , "F.C. Gifu" ,
 "Andrei Aleksandrovich Ovchinnikov" , "FC Metallurg Lipetsk" ,
 "Damien Le Tallec" , "FC Mordovia" ,
 "Nelly Guilbert" , "FCF Juvisy" ,
 "Vladimir Božović" , "FC Mordovia" ,
 "Anton Nikolayevich Romanenko" , "Dynamo Bryansk" ,
 "Atanas Marinov Atanasov" , "Dunav Ruse" ,
 "Anaïg Butel" , "FCF Juvisy" ,
 "Hideyuki Nakamura" , "F.C. Gifu" ,
 "Roberto Daniel Órdenes Contreras" , "Magallanes" ,
 "Ryoto Higa" , "F.C. Gifu" ,
 "Nikolay Vladimirovich Lipatkin" , "Khimki" ,
 "Predrag Ranđelović" , "FC Minsk" ,
 "Mutsumi Tamabayashi" , "Ehime F.C." ,
 "Mutsumi Tamabayashi" , "愛媛FC" ,
 "Arata Sugiyama" , "F.C. Gifu" ,
 "Bruno Henrique Turco" , "Deportivo Maldonado" ,
 "Aleksei Vladimirovich Rybin" , "FC Metallurg Lipetsk" ,
 "Shogo Tokihisa" , "F.C. Gifu" ,
 "Georgi Vladimirovich Burnash" , "Khimki" ,
 "Naoya Fuji" , "Ehime F.C." ,
 "Naoya Fuji" , "愛媛FC" ,
 "Ruslan Yuryevich Nakhushev" , "FC Mordovia" ,
 "Gakuji Ota" , "F.C. Gifu" ,
 "Cristian Lucian Cigan" , "FC Bihor Oradea" ,
 "Lenon Fernandes Ribeiro" , "Duque de Caxias" ,
 "Sergei Grigoryevich Gorbunov" , "Dynamo Bryansk" ,
 "Céline Nadine Sabine Deville" , "FCF Juvisy" ,
 "Pavel Petrovich Tomilin" , "FC Metallurg Lipetsk" ,
 "Artemi Yevgenyevich Maleyev" , "Avangard" ,
 "Kirill Vadimovich Gotsuk" , "FC Metallurg Lipetsk" ,
 "Ruslan Ruslanovich Akhvlediani" , "FC Metallurg Lipetsk" ,
 "Yannick dos Santos Djaló" , "FC Mordovia" ,
 "Aleksandr Yuryevich Viktorov" , "FC Metallurg Lipetsk" ,
 "Aude Moreau" , "FCF Juvisy" ,
 "Hiroaki Namba" , "F.C. Gifu" ,
 "Keiji Takachi" , "F.C. Gifu" ,
 "Rafik Bouderbal" , "FC Bourg-Péronnas" ,
 "Sergei Leonidovich Skoblyakov" , "Khimki" ,
 "Stanislav Sergeyevich Kozyrev" , "Dynamo Bryansk" ,
 "Takumi Kiyomoto" , "F.C. Gifu" ,
 "Viktor Vladimirovich Vasin" , "FC Mordovia" ,
 "Danilo Alves de Freitas" , "Deportivo Maldonado" ,
 "Kazuhisa Kawahara" , "Ehime F.C." ,
 "Kazuhisa Kawahara" , "愛媛FC" ,
 "Keisuke Ota" , "F.C. Gifu" ,
 "Matías Jesús Celis Contreras" , "Deportes Melipilla" ,
 "Nobuhisa Urata" , "Ehime F.C." ,
 "Nobuhisa Urata" , "愛媛FC" ,
 "Yuki Nakamura" , "F.C. Gifu" ,
 "Maksim Dmitriyevich Zhestkov" , "Khimki" ,
 "Diego González Reyes" , "Deportes Copiapó" ,
 "Manuel Alejandro Ormazábal Pino" , "Deportes Temuco" ,
 "Nicolás Maximiliano Altamirano Acuña" , "Magallanes" ,
 "Rainer Klaus Wirth Castro" , "Magallanes" ,
 "Ilie Cebanu" , "FC Mordovia" ,
 "Richard Danilo Maciel Sousa Campos" , "FC Mordovia" ,
 "Dmitry Valdomarovich Lentsevich" , "FC Minsk" ,
 "Lilas Traïkia" , "FCF Juvisy" ,
 "Denis Petrovich Sinyayev" , "Avangard" ,
 "Luis Enrique Machado Mora" , "El Tanque Sisley" ,
 "Aleksandr Romanovich Nosov" , "Avangard" ,
 "Maksim Aleksandrovich Anufriyev" , "Khimki" ,
 "Nikita Vasilyevich Salamatov" , "Khimki" ,
 "Julie Machart" , "FCF Juvisy" ,
 "Aleksandr Igorevich Marenich" , "Avangard" ,
 "Yuri Vyacheslavovich Kirillov" , "Khimki" ,
 "Anton Aleksandrovich Kochenkov" , "FC Mordovia" ,
 "Phillip Steinhart" , "Bayern II" ,
 "Gerónimo Rulli" , "Deportivo Maldonado" ,
 "Viktor Nikolayevich Zemchenkov" , "Khimki" ,
 "Ivan Yuryevich Skripnik" , "FC Metallurg Lipetsk" ,
 "Andrea Palazzi" , "Inter Primavera" ,
 "Federico Bonazzoli" , "Inter Primavera" ,
 "Isaac Donkor" , "Inter Primavera" ,
 "Aleksandr Yuryevich Kobzev" , "FC Metallurg Lipetsk" ,
 "Weliander Silva Nascimento" , "Duque de Caxias" ,
 "Yuri Mikhailovich Pugachyov" , "Avangard" ,
 "Rodrigo Nicolás Moya Garrido" , "Deportes Melipilla" ,
 "Yuki Fukaya" , "F.C. Gifu" ,
 "Aleksandr Sergeyevich Nedogoda" , "Khimki" ,
 "Artyom Aleksandrovich Mitasov" , "Avangard" ,
 "Nikolai Viktorovich Tyunin" , "Khimki" ,
 "Oswaldo Enrique Blanco Mancilla" , "Deportivo Merlo" ,
 "George Alexandru Pușcaș" , "Inter Primavera" ,
 "Henik Luiz de Andrade" , "F.C. Gifu" ,
 "Claudiu Dumitru Pascariu" , "FC Bihor Oradea" ,
 "Juan José Blanco Dini" , "El Tanque Sisley" ,
 "Carlos Patricio Cisternas Tobar" , "Magallanes" ,
 "Ivan Vadimovich Popov" , "FC Metallurg Lipetsk" ,
 "Taisuke Mizuno" , "F.C. Gifu" ,
 "Tsvetomir Ivanov Tsankov" , "Dunav Ruse" ,
 "Vladimir Mikhailovich Mukhin" , "Avangard" ,
 "Mikhail Mikhailovich Markin" , "FC Mordovia" ,
 "Julie Soyer" , "FCF Juvisy" ,
 "Vladimir Nikolayevich Gorchakov" , "Avangard" ,
 "Aleksei Vladimirovich Ivanov" , "FC Mordovia" ,
 "Temur Ildarovich Mustafin" , "Avangard" ,
 "Hiroshi Sekita" , "F.C. Gifu" ,
 "Kosuke Kitani" , "F.C. Gifu" ,
 "Rustem Nailevich Mukhametshin" , "FC Mordovia" ,
 "Gustavo Ezequiel Blanco Leschuk" , "Deportivo Merlo" ,
 "Daniil Vladimirovich Chertov" , "Khimki" ,
 "Maksim Andreyevich Shirokov" , "Khimki" ,
 "Patricio Andrés Aguilera Cuadro" , "Deportes Naval" ,
 "Oleg Petrovich Dmitrenko" , "Dynamo Bryansk" ,
 "Arkadi Aleksandrovich Akopyan" , "FC Metallurg Lipetsk" ,
 "Keiji Yoshimura" , "Ehime F.C." ,
 "Keiji Yoshimura" , "愛媛FC" ,
 "Mario Antonio Salgado Jiménez" , "Deportes Naval" ,
 "Leandro Hernán Lázzaro Liuni" , "Deportivo Merlo" ,
 "Anton Anatolyevich Bobyor" , "FC Mordovia" ,
 "Jefferson Angulo Murillo" , "Duque de Caxias" ,
 "Maksim Nikolayevich Lepskiy" , "Khimki" ,
 "Tatsuya Arai" , "F.C. Gifu" ,
 "Andrei Dmitriyevich Karasyov" , "FC Metallurg Lipetsk" ,
 "Aleksandr Olegovich Zakuskin" , "Khimki" ,
 "Anton Valeryevich Farafonov" , "FC Metallurg Lipetsk" ,
 "Nikolay Venislavov Kolev" , "Dunav Ruse" ,
 "Fernando Alex Vásquez Pávez" , "Expreso Rojo" ,
 "Alexandru Suvorov" , "FC Mordovia" ,
 "Alessandro dos Santos" , "F.C. Gifu" ,
 "Aslan Muratovich Dudiyev" , "FC Mordovia" ,
 "Dmitri Anatolyevich Kozlov" , "FC Daugava Daugavpils" ,
 "Celso Halilo de Abdul" , "El Gouna" ,
 "Celso Halilo de Abdul" , نادى الجونة ,
 "Tobias Schweinsteiger" , "Bayern II" ,
 "Gerardo Patricio Basaes Bórquez" , "Deportes Melipilla" ,
 "Jevgēņijs Kosmačovs" , "FC Daugava Daugavpils" ,
 "Paolo Daniel Frangipane" , "Deportivo Español" ,
 "Yevgeni Olegovich Lutsenko" , "FC Mordovia" ,
 "Andrei Aleksandrovich Perov" , "Avangard" ,
 "Leonel Eduardo Pilipauskas Rodríguez" , "Deportivo Maldonado" ,
 "Matías Martín Rubio Kostner" , "Deportes Temuco" ,
 "Aleksei Aleksandrovich Zhuravlyov" , "FC Metallurg Lipetsk" ,
 "Artur Ruslanovich Yefremenko" , "Dynamo Bryansk" ,
 "Artyom Ivanovich Zhmakin" , "Avangard" ,
 "Kohei Mihara" , "Ehime F.C." ,
 "Kohei Mihara" , "愛媛FC" ,
 "Maksim Anatolyevich Zyuzin" , "Khimki" ,
 "Kirill Sergeyevich Pushkin" , "Avangard" ,
 "Konstantin Sergeyevich Ryabov" , "FC Metallurg Lipetsk" ,
 "Aleksandr Valeryevich Podymov" , "Khimki" ,
 "Hristiyan Stoyanov Kozhuharov" , "Dunav Ruse" ,
 "Héctor Arturo Sanhueza Medel" , "Deportes Temuco" ,
 "Leandro Cruz de Oliveira" , "Duque de Caxias" ,
 "Eduardo Alonso Arriola Carter" , "Magallanes" ,
 "Atsushi Mio" , "F.C. Gifu" ,
 "Ruslan Nailevich Mukhametshin" , "FC Mordovia" ,
 "Dmitri Mikhailovich Sysuyev" , "FC Mordovia" ,
 "Konstantin Nikolayevich Zaytsev" , "Dynamo Bryansk" ,
 "Camille Catala" , "FCF Juvisy" ,
 "Diego Jesus José" , "Montceau Bourgogne" ,
 "Sergei Nikolayevich Putilin" , "Avangard" ,
 "Yevgeni Sergeyevich Dukhnov" , "Avangard" ,
 "Laure Maud Yvette Lepailleur" , "FCF Juvisy" ,
 "Sandrine Dusang" , "FCF Juvisy" ,
 "Kenya Okazaki" , "Ehime F.C." ,
 "Kenya Okazaki" , "愛媛FC" ,
 "Dawit Estifanos" , "Ethiopian Coffee F.C." ,
 "Denis Nikolayevich Frolov" , "Dynamo Bryansk" ,
 "Dmitri Andreyevich Pikatov" , "Dynamo Bryansk" ,
 "Junki Endo" , "F.C. Gifu" ,
 "Masanori Abe" , "F.C. Gifu" ,
 "Pavel Andreyevich Syomin" , "Dynamo Bryansk" ,
 "Dmitri Danisovich Fattakhov" , "Khimki" ,
 "Kirill Sergeyevich Rodionov" , "Khimki" ,
 "Juan Cruz Gill" , "Deportes Temuco" ,
 "Masashi Miyazawa" , "F.C. Gifu" ,
 "Aleksandrs Solovjovs" , "FC Daugava Daugavpils" ,
 "Sherif Ashraf Hamid Oqila" , "El Gouna" ,
 "Sherif Ashraf Hamid Oqila" , نادى الجونة ,
 "Yuri Yuryevich Nedashkovskiy" , "Khimki" ,
 "Gustavo Javier Biscayzacú Perea" , "El Tanque Sisley" ,
 "Marcos Vinícius Ribeiro Viana" , "Duque de Caxias" ,
 "Fernando Daniel Screpis" , "Deportivo Español" ,
 "Igor Yuryevich Borozdin" , "Avangard" ,
 "Ivaylo Ichkov Radentsov" , "Dunav Ruse" ,
 "Milan Perendija" , "FC Mordovia" ,
 "Visvaldis Ignatāns" , "FC Daugava Daugavpils" ,
 "Aleksandr Aleksandrovich Kharin" , "FC Metallurg Lipetsk" ,
 "Takahiro Takagi" , "F.C. Gifu" ,
 "Juan Andrés Toloza Cortés" , "Deportes Copiapó" ,
 "Yevgeni Vyacheslavovich Barbashin" , "FC Metallurg Lipetsk" ,
 "Aleksandr Ivanovich Fomichyov" , "Dynamo Bryansk" ,
 "Dmytro Oleksandrovych Kushnirov" , "FC Daugava Daugavpils" ,
 "Igor Sergeyevich Shitov" , "FC Mordovia" ,
 "Aleksandr Konstantinovich Astashov" , "FC Metallurg Lipetsk" ,
 "Facundo Jeremías Guichón Sisto" , "El Tanque Sisley" ,
 "Igor Aleksandrovich Lavrentyev" , "Khimki" ,
 "Sergei Aleksandrovich Tonkikh" , "Dynamo Bryansk" ,
 "Aslan Arturovich Gagkayev" , "Dynamo Bryansk" ,
 "Pavel Igorevich Kadushkin" , "Avangard" ,
 "Álvaro Montero Fernández" , "Expreso Rojo" ,
 "Yusuke Sudo" , "F.C. Gifu" ,
 "Nadia Benmokhtar" , "FCF Juvisy" ,
 "Leanid Leanidovich Kovel" , "FC Minsk" ,
 "Fyodor Sergeyevich Burdykin" , "Khimki" ,
 "Oleg Andreyevich Kozhemyakin" , "FC Metallurg Lipetsk" ,
 "Andrei Borisovich Kuznetsov" , "Avangard" ,
 "Aleksandr Vyacheslavovich Voynov" , "Avangard" ,
 "Marko Lomić" , "FC Mordovia" ,
 "Roman Sergeyevich Yeremeyev" , "FC Metallurg Lipetsk" ,
 "Vladimir Yegorovich Yeremeyev" , "FC Metallurg Lipetsk" ,
 "Vyacheslav Valeryevich Khorkin" , "Avangard" ,
 "Go Nishida" , "Ehime F.C." ,
 "Go Nishida" , "愛媛FC" ,
 "Maksim Sergeyevich Volkov" , "Avangard" ,
 "Cristián Felipe Abarca Foncea" , "Deportes Melipilla" ,
 "Rustem Rashitovich Kalimullin" , "Avangard" ,
 "Tiago Alexandre Carvalho Gonçalves" , "Vizela" ,
 "Gwenaëlle Butel" , "FCF Juvisy" ,
 "Martin Iliyanov Tsirkov" , "Dunav Ruse" ,
 "Nikita Aleksandrovich Bondarenko" , "Dynamo Bryansk" ,
 "Vladimir Andreyevich Bulatenko" , "Dynamo Bryansk" ,
 "Denis Vladimirovich Poyarkov" , "FC Metallurg Lipetsk" ,
 "Takumi Murakami" , "Ehime F.C." ,
 "Takumi Murakami" , "愛媛FC" ,
 "Taira Inoue" , "F.C. Gifu" ,
 "Kleiton Domingues Barbosa" , "F.C. Gifu" ,
 "Luis Ignacio Quinteros Gasset" , "Deportes Copiapó" ,
 "Sandrine Brétigny" , "FCF Juvisy" ,
 "Shun Nogaito" , "F.C. Gifu" ,
 "Carlos Esteban Ross Cotal" , "Deportes Copiapó" ,
 "Aníbal Gabriel Alcoba Rebollo" , "Deportivo Maldonado" ,
 "Georgi Chakarov" , "Dunav Ruse" ,
 "Nikita Aleksandrovich Bondarev" , "Dynamo Bryansk" ,
 "Volodymyr Romanenko" , "Krymteplytsia" ,
 "Yohei Iwasaki" , "F.C. Gifu" ,
 "Diyan Hristov Dimov" , "Dunav Ruse" ,
 "Martin Stoyanov Dimov" , "Dunav Ruse" ,
 "Andrei Yevgenyevich Sidyayev" , "Dynamo Bryansk" ,
 "Kalusivikako N'Goma" , "Montceau Bourgogne" ,
 "Lucas Ramon Ojeda" , "Magallanes" ,
 "Álvaro Alejandro Melo Silvera" , "El Tanque Sisley" ,
 "Pavel Viktorovich Yesikov" , "Avangard" ,
